,property_name,host_name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,country,lat,long,availability_365,review_rating
2705,Flat in Moda near the sea for one or two persons.,Kemal,Serviced apartment,Entire home/apt,Real Bed,90,365,flexible,2,1.0,1.0,0,1.0,84.0,94.07480119284294,0.0,1,Turkey,29.02331,40.98428,199,93.09924038225925
2706,Batllo Apartment Barcelona,Marcel,Apartment,Entire home/apt,Real Bed,29,1125,flexible,4,1.0,3.0,1,1.0,85.0,70.0,0.0,1,Spain,2.16187,41.39228,242,100.0
2707,Vacation rentals Copacabana Rio de Janeiro,Marcio,Apartment,Entire home/apt,Real Bed,3,90,super_strict_60,4,1.0,2.0,1,1.0,198.0,150.0,0.0,4,Brazil,-43.17458410281832,-22.963580574787592,43,60.0
2708,Spacious and Amazing Location!,Ashley,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,1.0,2.0,4,1.0,200.0,10.0,10.0,1,United States,-73.98137,40.73997,0,95.0
2709,Cozy Studio With  Balcony (Free Private Parking),José,Apartment,Entire home/apt,Real Bed,2,60,moderate,2,0.0,1.0,65,1.0,43.0,10.0,0.0,2,Portugal,-8.62326,41.14701,49,94.0
2710,Brand new appartmen in Porto´s heart.,Dónigo - Imobiliária S.A.,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1.0,2.0,13,1.0,55.0,20.0,10.0,2,Portugal,-8.60605,41.14458,136,88.0
2711,Water view getaway loft,Milo,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,8,1.0,7.0,6,1.0,119.0,70.0,45.0,2,Canada,-73.55165,45.50909,171,68.0
2712,2541 - AB GRACIA SPACIOUS - Apartment for 4 with private terrace in Gràcia,Robbie & Kay,Apartment,Entire home/apt,Real Bed,32,330,moderate,4,2.0,3.0,0,1.0,70.0,120.0,0.0,4,Spain,2.16088,41.39817,334,93.09924038225925
2713,Bright cosy clean apartment,Vivian,Apartment,Private room,Real Bed,1,7,moderate,3,1.0,1.0,0,1.0,70.0,94.07480119284294,0.0,1,Australia,151.19021,-33.92305,0,93.09924038225925
2714,Your Penthouse in Rio,Fernanda,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,1.0,0,1.0,377.0,114.0,93.0,1,Brazil,-43.22797132429346,-22.98667769766149,0,93.09924038225925
2715,2378 - AB Casa Farreras A - Amazing 1-bedroom Apartment with a Private Terrace,Robbie & Kay,Apartment,Entire home/apt,Real Bed,32,330,moderate,2,1.0,1.0,0,1.0,100.0,110.0,0.0,2,Spain,2.1586,41.38186,0,93.09924038225925
2716,FORMOSA 79 - 2F - New loft at Porto center,Sara,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3,0.0,2.0,36,1.0,45.0,20.0,10.0,2,Portugal,-8.60224,41.14636,288,93.0
2717,Large Townhouse Prime Location Surry Hills & City,Tarah,Townhouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,3.0,3.0,2,1.0,451.0,80.0,0.0,1,Australia,151.21391,-33.88587,97,80.0
2718,Superbe Modern Condo OLD MTL+CONVENTION CENTER,Greatest,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,3.0,53,1.0,68.0,55.0,35.0,2,Canada,-73.55812,45.50385,105,94.0
2719,"IS 302!! 1 bedroom, condo with amazing ocean views",Tricia,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,1.0,3,1.0,250.0,150.0,0.0,1,United States,-156.45171,20.7298,352,67.0
2720,"Modern,Comfy and water view room",Purple,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,2.0,7,1.0,109.0,40.0,15.0,1,Australia,151.08383,-33.83084,178,93.0
2721,Party/Event – Day/Night – Botafogo/Laranjeiras!,Daniel,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,16,0.0,1.0,0,1.0,1444.0,0.0,0.0,1,Brazil,-43.18265182495336,-22.93988056399624,365,93.09924038225925
2722,"Comfortable, cozy,  very nice location in moda cd",Nalan,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,2.0,2.0,20,1.0,221.0,0.0,36.0,1,Turkey,29.02372,40.98429,252,99.0
2723,Clean Private Studio/Full Bath & Kitchenette #1,Alex & Kate,Guesthouse,Entire home/apt,Real Bed,1,1125,flexible,4,0.0,2.0,22,1.0,53.0,25.0,20.0,2,United States,-155.63085,19.04513,161,98.0
2724,Humble LOFT - In the ❤ of OLD PORT / Old Montreal,Yanick,Loft,Entire home/apt,Real Bed,2,64,strict_14_with_grace_period,4,1.0,2.0,44,1.0,66.0,59.0,21.0,1,Canada,-73.55192,45.50945,58,96.0
2725,Bondi Beachside Bliss,Clarissa,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,3.0,0,1.0,200.0,100.0,0.0,1,Australia,151.27057,-33.88326,0,93.09924038225925
2726,Habitación cerca a Sagrada Familia,Francisco,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,50,1.0,18.0,94.07480119284294,0.0,1,Spain,2.1805,41.41756,338,80.0
2727,Leighton Apartment - Times #E (禮寓-時代館 #E),Chun Hung,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,1.0,6,1.0,628.0,0.0,100.0,1,Hong Kong,114.18378,22.2765,81,97.0
2728,Free Parking! North Star Flats@Ribeira & Cellars 5,Maria Fernando,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,2.0,56,1.0,45.0,25.0,0.0,1,Portugal,-8.61182,41.13719,289,97.0
2729,Quirky & Modern Flat in Sheung Wan,Daniel,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,8,1.0,903.0,0.0,160.0,2,Hong Kong,114.15004,22.2838,0,98.0
2730,C4 Big Room in Oporto ( near Casa da Música),César,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,76,1.0,17.0,94.07480119284294,5.0,1,Portugal,-8.6264,41.16865,90,97.0
2731,Belle chambre lumineuse sur le plateau,Clémentine,Apartment,Private room,Real Bed,4,11,flexible,2,1.0,1.0,1,1.0,25.0,94.07480119284294,0.0,1,Canada,-73.56457,45.53236,0,93.09924038225925
2732,Cosy place with a balcony.,Yulia,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,2.0,26,1.0,1900.0,94.07480119284294,0.0,1,Hong Kong,113.94273,22.29162,80,98.0
2733,Luxury Serviced Apt with Harbour Sea View 红磡高级海景公寓,Amber,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,3.0,2,1.0,761.0,117.0,0.0,1,Hong Kong,114.18605,22.30004,0,100.0
2734,Conjugado Leblon 10min da praia e 5min metrô a pé.,Thaisa,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,1.0,19,1.0,201.0,100.0,25.0,2,Brazil,-43.22393926567802,-22.98140315231524,57,100.0
2735,Private room in Coogee,Natalia,Apartment,Private room,Real Bed,5,27,flexible,2,1.0,1.0,2,1.0,50.0,50.0,0.0,1,Australia,151.25051,-33.9208,0,100.0
2736,Ruby Charm Houses 7,Maria João,House,Entire home/apt,Real Bed,1,28,strict_14_with_grace_period,3,1.0,2.0,3,1.0,50.0,35.0,25.0,2,Portugal,-8.60737,41.15974,318,100.0
2737,Tranquillité en ville près de tous,Johanne,Condominium,Entire home/apt,Real Bed,7,1125,flexible,3,1.0,1.0,3,1.0,64.0,94.07480119284294,0.0,1,Canada,-73.62062,45.54563,228,100.0
2738,cozy flat in the center of taksim,Züleyha,Apartment,Private room,Real Bed,1,10,moderate,2,1.0,1.0,22,1.0,295.0,94.07480119284294,0.0,1,Turkey,28.97899,41.03333,365,91.0
2739,Condo au charme parisien au cœur d’Ahuntsic,Nathalie,Apartment,Entire home/apt,Real Bed,2,21,flexible,8,4.0,5.0,0,2.0,200.0,100.0,50.0,8,Canada,-73.66589,45.55934,11,93.09924038225925
2740,Double room & private toilet near Sagrada Familia,Eduard,Apartment,Private room,Real Bed,2,7,flexible,2,1.0,1.0,24,2.0,29.0,5.0,15.0,1,Spain,2.17877,41.41463,10,96.0
2741,20% off - Cozy large 2bed +Roof Top 5min to subway,Mark,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,3,1.0,2.0,26,1.0,989.0,158.0,50.0,2,Hong Kong,114.14263,22.28769,272,91.0
2742,Vila Olímpica Sant Martí - Sardenya,Sonia - Interhome,Apartment,Entire home/apt,Real Bed,1,28,super_strict_30,4,2.0,2.0,0,1.0,103.0,0.0,0.0,4,Spain,2.19103,41.39184,148,93.09924038225925
2743,"Light-filled, 1 bedroom apartment in Potts Point",Julia,Apartment,Entire home/apt,Real Bed,2,28,flexible,2,1.0,1.0,47,1.0,85.0,85.0,0.0,2,Australia,151.22298,-33.87245,15,97.0
2744,DOWNTOWN STUDIO DW,Unal,Apartment,Entire home/apt,Real Bed,6,360,flexible,1,0.0,1.0,7,1.0,89.0,35.0,22.0,1,Canada,-73.56264,45.53148,321,97.0
2745,Cosy Apartment near Bogazici (Bosporus) University,James,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,3.0,8,1.0,200.0,60.0,0.0,1,Turkey,29.04535,41.08823,353,98.0
2746,Your Opo Bolhão 4A,YourOpo,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,1,1.0,68.0,0.0,0.0,1,Portugal,-8.60637,41.15034,293,100.0
2747,Georgeos Penthouse with terrace,Carla,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,4,1.0,1.0,2,1.0,58.0,60.0,0.0,1,Spain,2.1728,41.39382,300,20.0
2748,Brooklyn Brownstone apartment,Al-,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,4,1.0,2.0,175,1.0,180.0,140.0,15.0,2,United States,-73.95383,40.6889,286,91.0
2749,Spacious 2 Bedroom Apartment,Dave,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,2.0,2.0,3,1.0,161.0,60.0,0.0,3,Australia,151.27519,-33.86715,0,80.0
2750,"Very Safe, Peaceful, Reliable Istanbul can show.",Ali,Condominium,Private room,Real Bed,1,1125,flexible,2,2.0,2.0,1,1.0,301.0,94.07480119284294,0.0,1,Turkey,28.78166,41.05377,179,100.0
2751,Sea View Private Room with Bathroom-TF6,The Cove Hostel,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,2,1.0,400.0,0.0,0.0,1,Hong Kong,113.93341,22.22874,0,80.0
2752,Terrace Guesthouse FAMILY ROOM,Doğan,Boutique hotel,Private room,Real Bed,1,1125,flexible,5,2.0,4.0,0,1.0,833.0,94.07480119284294,0.0,1,Turkey,28.98059,41.0057,365,93.09924038225925
2753,The Mile End Nest,Jason,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,1.0,1.0,33,1.0,219.0,30.0,45.0,2,Canada,-73.59243,45.52636,90,100.0
2754,Habitación doble en el centro de la ciudad,Yanina,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1.0,1.0,23,1.0,47.0,10.0,0.0,1,Spain,2.18358,41.38484,2,95.0
2755,Leo's economy accommodation,Leo,House,Private room,Real Bed,1,31,flexible,2,4.0,4.0,0,1.0,65.0,94.07480119284294,0.0,1,Australia,150.97336,-33.76091,0,93.09924038225925
2756,Beach living in Dee Why,Christine,Apartment,Entire home/apt,Real Bed,3,1123,strict_14_with_grace_period,4,2.0,2.0,1,1.0,151.0,240.0,50.0,2,Australia,151.29191,-33.75445,136,100.0
2757,Paradise in Willoughby,Debbie,Bungalow,Entire home/apt,Real Bed,5,28,strict_14_with_grace_period,8,3.0,4.0,3,2.5,500.0,100.0,0.0,1,Australia,151.19685,-33.79938,0,100.0
2758,ruhige Wohnung mit WLAN in Barcelona,Rafael,Apartment,Entire home/apt,Real Bed,3,140,flexible,4,0.0,2.0,6,1.0,59.0,70.0,0.0,1,Spain,2.13589,41.40416,11,97.0
2759,New! Hanalei Garden Oasis w/ Pool & Hot Tub,Nathalie,Condominium,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,4,0.0,1.0,27,1.0,159.0,129.0,25.0,2,United States,-159.48153,22.22622,100,93.0
2760,Stylish & Stunning 2br Apartment Perfectly Located,Pine Tree,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,2.0,11,1.0,180.0,100.0,0.0,1,Canada,-73.57113,45.51169,104,96.0
2761,Little self contained 1 bedroom just out side city,Ian,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,2.0,41,1.0,135.0,85.0,0.0,1,Australia,151.21104,-33.90945,95,90.0
2762,Yindi One Boavista,Diogo,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2,1.0,1.0,15,1.0,50.0,15.0,0.0,2,Portugal,-8.62669,41.15895,46,94.0
2763,Awesome Child Friendly Apartment!,Andrea,Apartment,Entire home/apt,Real Bed,5,7,moderate,4,2.0,3.0,7,1.0,100.0,50.0,0.0,1,United States,-73.95713,40.67652,0,100.0
2764,Suen Apart,Mehmet Fasih,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,0,1.0,417.0,94.07480119284294,0.0,1,Turkey,28.97933,41.03038,365,93.09924038225925
2765,DA'Home - Almada Unique Apartment,DaHome,Apartment,Entire home/apt,Real Bed,2,1124,moderate,3,1.0,2.0,40,1.0,60.0,15.0,5.0,2,Portugal,-8.61292,41.14971,334,98.0
2766,"Your place for Sea, Cellars & Porto! (parking inc)",Sílvia,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,6,2.0,4.0,31,1.5,63.0,35.0,15.0,4,Portugal,-8.6419,41.12854,173,98.0
2767,#Cosy Private Room #5mins to Mei Foo Metro,Drew,Condominium,Private room,Real Bed,1,5,moderate,1,1.0,1.0,0,1.0,353.0,100.0,0.0,1,Hong Kong,114.14156,22.33658,83,93.09924038225925
2768,2 Rooms Apt Max5 center of Mongkok,Yuki,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5,2.0,3.0,45,1.0,502.0,300.0,100.0,4,Hong Kong,114.16694,22.31738,102,95.0
2769,Apartamento grande luminoso,Berto E Luisa,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,3.0,3.0,0,1.0,60.0,50.0,20.0,1,Portugal,-8.59691,41.12162,179,93.09924038225925
2770,Precioso Estudio en Barcelona *Bcn* C01,María & Oscar,Loft,Entire home/apt,Real Bed,2,1125,moderate,3,0.0,2.0,10,1.0,72.0,15.0,14.0,2,Spain,2.17372,41.39858,220,94.0
2771,My Place,Vini,Bed and breakfast,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,24.0,94.07480119284294,0.0,1,Canada,-73.55881,45.50058,1,93.09924038225925
2772,el Besos y el Maresme,Natia,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,8,1.0,35.0,10.0,0.0,1,Spain,2.20945,41.41948,0,90.0
2773,Comfy and Quiet Alexandria Apartment,Damien,Apartment,Entire home/apt,Real Bed,4,30,flexible,4,2.0,2.0,0,2.0,151.0,10.0,0.0,1,Australia,151.19281,-33.90587,0,93.09924038225925
2774,Light-filled private room next to Surry Hills,Felicity,House,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,2,1.0,55.0,94.07480119284294,0.0,1,Australia,151.21113,-33.89437,0,90.0
2775,Confortável e pertinho da praia!,Telma,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2.0,5.0,4,2.0,246.0,200.0,20.0,5,Brazil,-43.18076965018176,-22.969865695516564,0,95.0
2776,"GRACIA SUITE, cozy 1 bedroom apt, great location",Luis,Apartment,Entire home/apt,Real Bed,32,330,flexible,2,1.0,1.0,1,1.0,49.0,94.07480119284294,0.0,1,Spain,2.16417,41.39902,256,80.0
2777,"Piso en el centro,  habitación individual,",Mirla,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,6,1.0,45.0,10.0,0.0,1,Spain,2.15149,41.38471,0,100.0
2778,Modern apartment Bondi Beach,Boudine,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2,1.0,1.0,2,1.5,200.0,40.0,0.0,1,Australia,151.26902,-33.8944,36,100.0
2779,Beach front condo - Prime location,Skye,Condominium,Entire home/apt,Real Bed,30,36,strict_14_with_grace_period,2,1.0,1.0,0,1.0,65.0,125.0,0.0,2,United States,-155.01192,19.73638,34,93.09924038225925
2780,Double Room with private WC,Oporto,Hostel,Private room,Real Bed,1,30,flexible,2,1.0,1.0,0,1.0,60.0,94.07480119284294,0.0,1,Portugal,-8.60819,41.15338,56,93.09924038225925
2781,boğaz & doğa manzaralı,Serkan,Casa particular (Cuba),Entire home/apt,Real Bed,10,30,flexible,12,1.0,3.0,0,1.0,501.0,94.07480119284294,0.0,1,Turkey,29.0437,41.16696,365,93.09924038225925
2782,Beautiful appart. with nice view close to downtown,Agnes,Apartment,Entire home/apt,Real Bed,10,35,strict_14_with_grace_period,3,1.0,1.0,2,1.0,42.0,65.0,0.0,1,Canada,-73.54677,45.45147,111,100.0
2783,"Elegant Plateau #6, WiFi & A/C",Irina,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,1.0,20,1.0,119.0,69.0,0.0,1,Canada,-73.57711,45.52783,351,89.0
2784,Você quer praia @?,Francisco,Apartment,Entire home/apt,Real Bed,1,6,flexible,2,1.0,1.0,24,1.0,67.0,94.07480119284294,80.0,2,Brazil,-43.19112038902159,-22.983219377528822,57,93.0
2785,Beautiful Downtown Condo - 5 min to Centre Bell.,Michela,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,2.0,12,1.0,145.0,55.0,15.0,2,Canada,-73.57347,45.49718,12,98.0
2786,Mall Of İstanbul,Mehmet,Serviced apartment,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,8,3.0,8.0,0,2.0,786.0,0.0,0.0,1,Turkey,28.80665,41.06395,365,93.09924038225925
2787,Barcelona Just Like Home - Green,Barcelona,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2.0,3.0,14,1.0,120.0,0.0,20.0,2,Spain,2.13627,41.37637,37,92.0
2788,"Ideal for family, near subway station",Veronique,Townhouse,Entire home/apt,Real Bed,4,15,strict_14_with_grace_period,5,3.0,4.0,1,2.0,199.0,80.0,0.0,1,Canada,-73.64632,45.5496,0,100.0
2789,"Plumeria House, Poipu Home with a View",Carla,House,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,14,4.0,7.0,8,3.5,675.0,425.0,0.0,1,United States,-159.44654,21.8749,151,100.0
2790,ABSOLUTE SAGRADA FAMILIA 2,Arturo,Serviced apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,6,2.0,4.0,29,1.0,115.0,45.0,15.0,2,Spain,2.17574,41.40557,142,99.0
2791,-MAISON ALEXANDRA- 3 STOREY WATERFRONT PH FLOOR,Jonathan,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,16,7.0,7.0,9,4.0,1200.0,400.0,75.0,12,Canada,-73.55329,45.50303,207,100.0
2792,"Centre of Kadikoy, cozy apartment",Meltem,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,1.0,0,1.0,295.0,94.07480119284294,0.0,1,Turkey,29.03054,40.98513,173,93.09924038225925
2793,Cozy Brooklyn Witchy Apartment (Pet Friendly),Elisabeth,Apartment,Private room,Real Bed,1,90,strict_14_with_grace_period,2,1.0,1.0,9,1.0,47.0,8.0,15.0,2,United States,-73.92316,40.67085,3,91.0
2794,中环家电齐全长短租均可,David,Apartment,Private room,Real Bed,30,1125,flexible,2,0.0,1.0,0,1.0,683.0,94.07480119284294,0.0,1,Hong Kong,114.14901,22.28446,87,93.09924038225925
2795,Cosy Studio in the Heart of Hong Kong,Nancy,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,0.0,1.0,8,1.0,699.0,157.0,542.0,2,Hong Kong,114.14509,22.28684,242,90.0
2796,Design apartment with amazing views,David,Apartment,Entire home/apt,Real Bed,32,1125,moderate,2,1.0,1.0,1,1.0,75.0,80.0,0.0,2,Spain,2.15076,41.4069,303,93.09924038225925
2797,Spacious & Charming by Prospect Pk,Todd,Apartment,Entire home/apt,Real Bed,14,30,strict_14_with_grace_period,2,1.0,1.0,5,1.0,56.0,70.0,0.0,1,United States,-73.96003,40.66068,0,100.0
2798,Spacious 4 BR Apartment on Plateau + Terrace,Mano,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,8,4.0,4.0,4,1.0,150.0,80.0,20.0,4,Canada,-73.584,45.52163,26,100.0
2799,"Perto de tudo e aconchegante, este conjugado!",Luiz Felipe,Apartment,Entire home/apt,Real Bed,4,1125,moderate,3,0.0,2.0,2,1.0,101.0,70.0,40.0,2,Brazil,-43.17823418639687,-22.925439862942348,316,100.0
2800,So close of tourist attractions :),Mônica,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,43,1.5,127.0,94.07480119284294,60.0,1,Brazil,-43.1742493081525,-22.91219053052872,318,98.0
2801,Chambre sur le plateau Mont Royal,Marion,Apartment,Private room,Real Bed,7,1125,moderate,1,1.0,1.0,0,2.0,20.0,10.0,0.0,1,Canada,-73.57535,45.52899,0,93.09924038225925
2802,The best apartment in the heart of Hong Kong,Ivan,Apartment,Entire home/apt,Real Bed,2,30,moderate,4,1.0,2.0,4,1.0,848.0,150.0,0.0,1,Hong Kong,114.14937,22.28425,0,90.0
2803,Private room in the heart of Kadıköy,Gizem,Serviced apartment,Private room,Real Bed,2,20,flexible,2,1.0,1.0,0,1.0,79.0,60.0,36.0,1,Turkey,29.03181,40.99294,88,93.09924038225925
2804,Simple Studio Downtown Montreal (Atwater Station),Mike,Apartment,Entire home/apt,Real Bed,1,2,strict_14_with_grace_period,2,0.0,1.0,39,1.0,25.0,8.0,0.0,1,Canada,-73.58772,45.49015,0,85.0
2805,2 Queen Beds Sunny Rm (2-4 people) next to TST MTR,Anthony,Apartment,Private room,Real Bed,2,30,moderate,4,1.0,2.0,52,1.0,793.0,50.0,100.0,4,Hong Kong,114.17145,22.30012,47,95.0
2806,Single Room TH,Temple,Hotel,Private room,Real Bed,1,90,strict_14_with_grace_period,1,1.0,1.0,1,1.0,228.0,94.07480119284294,0.0,1,Hong Kong,114.17065,22.3044,15,80.0
2807,"Haiku's Best#5--AC, Netflix, Discounts @ 3 nights+",Floyd,Condominium,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,1.0,36,1.0,99.0,84.0,5.0,2,United States,-156.31669,20.92976,209,96.0
2808,Private room at Barra / Quarto privativo na Barra,Paula,Condominium,Private room,Real Bed,1,1125,moderate,1,1.0,1.0,2,1.0,201.0,94.07480119284294,0.0,1,Brazil,-43.32005393936848,-23.0087700339068,89,100.0
2809,Chambre lumineuse dans le Mile end!,Laurence,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,40.0,40.0,0.0,2,Canada,-73.59643,45.52697,0,93.09924038225925
2810,Tranquil Garden Getaway,John And Chris,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2,1.0,1.0,19,1.0,125.0,100.0,0.0,2,United States,-155.92696,19.51331,163,99.0
2811,Ka maluhia a me ke aloha Kohala,Joyce,Guesthouse,Entire home/apt,Real Bed,1,90,flexible,2,1.0,1.0,12,1.0,85.0,100.0,0.0,1,United States,-155.9835,19.73763,274,97.0
2812,Mr. world traveler,(Joe)  American Club,Apartment,Private room,Real Bed,2,7,moderate,5,2.0,2.0,9,2.0,44.0,10.0,10.0,1,Portugal,-8.63757,41.03778,365,70.0
2813,*-25% Discount* Modern Space Suite  with Concierge,Lux For Less,Serviced apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,1.0,2.0,19,1.5,99.0,70.0,20.0,4,Canada,-73.57948,45.49994,0,89.0
2814,Big&Bright RM#B22n,James,House,Private room,Real Bed,32,184,flexible,2,1.0,2.0,0,2.0,46.0,94.07480119284294,0.0,1,Canada,-73.59063,45.45068,276,93.09924038225925
2815,Cosy Hidaway in the centre of Mongkok,菁,Apartment,Entire home/apt,Real Bed,2,10,moderate,4,1.0,1.0,3,1.0,1083.0,280.0,300.0,2,Hong Kong,114.17397,22.31843,0,100.0
2816,Room in Plateau Mont-Royal,Alexandra,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,17,1.0,55.0,10.0,0.0,1,Canada,-73.57334,45.51878,0,91.0
2817,Spacious 2 bedroom apt in Chiswick,Charlotte,Condominium,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,5,2.0,3.0,12,2.0,159.0,135.0,50.0,4,Australia,151.13815,-33.85079,14,92.0
2818,Istanbul Bosphorus flat,Danista,Apartment,Entire home/apt,Real Bed,2,89,flexible,4,2.0,2.0,0,1.0,1055.0,94.07480119284294,0.0,1,Turkey,29.0482,41.14727,365,93.09924038225925
2819,Cozy Double Rm 4 next to Jordan MTR,Stephen,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,58,1.0,338.0,94.07480119284294,0.0,1,Hong Kong,114.17219,22.30672,84,85.0
2820,Adjacent house in Outremont,Céline,House,Entire home/apt,Real Bed,5,1125,flexible,13,7.0,8.0,3,3.0,450.0,175.0,20.0,13,Canada,-73.62714,45.50395,76,87.0
2821,Secret room2,Sergio,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,11,1.0,20.0,5.0,0.0,1,Spain,2.21656,41.41263,0,85.0
2822,"Nice room, Lovely apartment next to the beach",Jor,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,15,1.0,44.0,10.0,0.0,1,Spain,2.19975,41.40125,85,87.0
2823,Room A4,Sam,Apartment,Private room,Real Bed,1,1125,flexible,3,1.0,3.0,34,1.5,79.0,10.0,0.0,1,Spain,2.16673,41.38789,344,85.0
2824,İstanbul Üsküdar  Sweet House in Rent for 4 months,Mehtap,Apartment,Shared room,Real Bed,1,120,flexible,2,1.0,3.0,0,1.0,95.0,105.0,53.0,3,Turkey,29.01415,41.01496,119,93.09924038225925
2825,High Quality App + rooftop in trendy central area,Klaas-Jan,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,1.0,1.0,16,1.5,950.0,200.0,0.0,1,Hong Kong,114.16933,22.27582,2,100.0
2826,We are close to bus station and metro bus...,Raha,Hostel,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.5,148.0,94.07480119284294,0.0,1,Turkey,28.95901,41.05187,179,93.09924038225925
2827,Relaxing view walking distance from the beach.,Alejandra And Julien,Condominium,Entire home/apt,Real Bed,4,1125,flexible,6,3.0,3.0,0,2.0,1303.0,94.07480119284294,0.0,1,Hong Kong,114.02,22.29475,39,93.09924038225925
2828,Quarto 1 do AL Hostel D.ª Jucunda,Jorge,House,Shared room,Real Bed,1,22,strict_14_with_grace_period,4,1.0,4.0,16,2.0,12.0,5.0,12.0,1,Portugal,-8.64083,41.20109,268,93.0
2829,Plaza Espanya,Maria Soledad,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2.0,3.0,2,1.0,70.0,50.0,20.0,2,Spain,2.15466,41.37391,275,70.0
2830,Centrally located in Bayside / Nice,Inez,Apartment,Private room,Real Bed,3,1125,flexible,1,1.0,1.0,8,1.0,90.0,94.07480119284294,0.0,1,United States,-73.77958,40.78645,35,100.0
