,property_name,host_name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,country,lat,long,availability_365,review_rating
126,Room in the very ♥ of BCN - Unbeatable location,Flo,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,2.0,122,1.0,40.0,10.0,0.0,1,Spain,2.17778,41.38049,253,78.0
127,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Aline,Apartment,Entire home/apt,Real Bed,3,1120,moderate,5,2.0,3.0,34,2.0,451.0,200.0,100.0,4,Brazil,-43.343027190397,-23.00878356989572,329,95.0
128,DOUBLE ROOM for 1 or 2 ppl,Aleksandra,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,15.0,94.07480119284294,0.0,1,Spain,2.17519,41.41035,0,93.09924038225925
129,City View Apartment,Orhan,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,2.0,1,1.0,211.0,94.07480119284294,89.0,1,Turkey,28.98789,41.03445,343,80.0
130,Trendy apartment in BCN centre,Gabriela & Miguel,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,104,1.0,89.0,30.0,10.0,2,Spain,2.14596,41.38475,280,93.0
131,"Nişantaşı, safe, quality area.Very close to metro.",Enis,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,1.0,2.0,6,1.0,417.0,237.0,0.0,1,Turkey,28.99363,41.05261,297,83.0
132,HUGE Bedroom in Lower East Side,Ryan,Apartment,Private room,Real Bed,7,1125,flexible,1,1.0,1.0,0,1.0,90.0,50.0,40.0,1,United States,-73.98319,40.71823,0,93.09924038225925
133,Hospede-se com acesso fácil.,Rose,Condominium,Entire home/apt,Real Bed,5,1125,flexible,4,2.0,3.0,0,1.0,134.0,93.0,0.0,1,Brazil,-43.24972983198035,-22.862647394041375,0,93.09924038225925
134,Apartamento para as olimpíadas,Rosane,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,4,2.0,3.0,0,2.0,746.0,75.0,0.0,1,Brazil,-43.1838890521465,-22.938257466286093,358,93.09924038225925
135,Spacious 2 Bedroom: Soho/Escalator,Tara,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2.0,3.0,86,1.0,1703.0,400.0,100.0,4,Hong Kong,114.15315,22.28028,108,99.0
136,Quarto espaçoso e arejado no Rio.,Mariana,Hostel,Private room,Real Bed,3,7,flexible,2,1.0,1.0,1,1.0,187.0,94.07480119284294,0.0,1,Brazil,-43.189916447135005,-22.976504206582877,180,93.09924038225925
137,Comfort Room in Istanbul,Erhan,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,53.0,26.0,0.0,1,Turkey,29.08565,41.01499,365,93.09924038225925
138,Room w private toilet 3 min to MTR!,Joanna,Condominium,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1.0,1.0,72,1.0,447.0,300.0,0.0,2,Hong Kong,114.20854,22.29099,140,97.0
139,well lit East Williamsburg apt.,Liat,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.5,60.0,94.07480119284294,0.0,1,United States,-73.94384,40.70528,0,93.09924038225925
140,Spacious 3bdrm. Artsy and Perfect Location!,Melanie,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,3.0,3.0,125,1.5,1146.0,285.0,60.0,4,Hong Kong,114.15202,22.28582,306,87.0
141,傳統香港房间 - 干净整洁交通便利的二人房间,Chuiying,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,2748.0,94.07480119284294,0.0,1,Hong Kong,114.16558,22.308,360,93.09924038225925
142,AP. EM CONDOMINIO FECHADO,Adriano,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,2.0,0,1.0,172.0,94.07480119284294,0.0,1,Brazil,-43.21872245840377,-22.89142169593252,0,93.09924038225925
143,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,Miriam,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,8,3.0,3.0,89,2.0,250.0,200.0,50.0,4,United States,-73.97527,40.6884,198,98.0
144,Cozy Hell's Kitchen Apt,Karen,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,60,1.0,125.0,50.0,0.0,1,United States,-73.99482,40.76438,66,95.0
145,Big Private BR Steps to Barnard Columbia & Subways,Paul,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,29,1.0,128.0,75.0,45.0,1,United States,-73.9648,40.80732,267,99.0
146,Designer Apartment in Sheung Wan,Maria,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,18,1.0,1484.0,300.0,0.0,1,Hong Kong,114.14881,22.28354,0,98.0
147,Private Entrance - Backyard Summer Dining - Enjoy,Michelle,Townhouse,Entire home/apt,Real Bed,7,29,strict_14_with_grace_period,2,1.0,2.0,184,1.0,110.0,40.0,15.0,2,United States,-73.95321,40.69034,300,96.0
148,Makai Hideaway,Cheryl,House,Entire home/apt,Real Bed,4,180,strict_14_with_grace_period,14,4.0,8.0,119,3.0,169.0,200.0,25.0,4,United States,-155.89926,19.20636,215,97.0
149,Aquilla House - Ocean Views Newport,Susannah,House,Entire home/apt,Real Bed,7,60,strict_14_with_grace_period,8,4.0,5.0,3,3.0,500.0,150.0,0.0,1,Australia,151.31572,-33.65212,363,93.0
150,Private Cozy Bedroom in Brooklyn,Karen,Apartment,Private room,Real Bed,2,30,moderate,2,1.0,1.0,241,1.0,47.0,20.0,15.0,1,United States,-73.94883,40.6536,100,93.0
151,causeway bay MTR+Tidy Quad room&YT,Danny,Apartment,Private room,Real Bed,1,2147483647,strict_14_with_grace_period,4,1.0,3.0,15,1.0,597.0,0.0,0.0,1,Hong Kong,114.18651,22.28186,32,76.0
152,Bright PrivateRm 1 min to JordanMTR,Sam,Hostel,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,203,1.0,447.0,50.0,0.0,1,Hong Kong,114.17127,22.30549,62,96.0
153,aOceanside Hawaii Apartment Studio Kitchen Parking,Jay,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,137,1.0,99.0,50.0,25.0,2,United States,-157.83937,21.2837,88,93.0
154,Quarto de Casal em Ipanema,Gabriela,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,2,2.0,149.0,80.0,80.0,1,Brazil,-43.19841687233581,-22.98376501071312,0,100.0
155,"Waterfront, Enchanted Lake Home 2/1",Tom,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,2.0,4.0,44,2.0,189.0,150.0,25.0,2,United States,-157.74147,21.37812,312,87.0
156,habitación doble tranquila con luz,Vanessa,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,23,1.0,31.0,94.07480119284294,0.0,1,Spain,2.20085,41.42112,358,86.0
157,Spacious room Kadıköy Yeldeğirmeni,Onur,Apartment,Private room,Real Bed,7,1125,strict_14_with_grace_period,1,1.0,1.0,1,1.0,47.0,94.07480119284294,0.0,1,Turkey,29.03075,40.99459,364,100.0
158,East Village Sanctuary,Molly,Apartment,Entire home/apt,Real Bed,30,90,flexible,2,1.0,1.0,19,1.0,200.0,125.0,0.0,1,United States,-73.98763,40.72808,117,100.0
159,Room 3 near Jardan mtr station 1min,Tungshing,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,139,1.0,298.0,50.0,0.0,1,Hong Kong,114.17242,22.30515,173,89.0
160,Convenient & Cozy Private Rm@Jordan,Sam,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,211,1.0,424.0,50.0,0.0,1,Hong Kong,114.17106,22.30692,57,97.0
161,enjoy nature in Istanbul,Sanem,House,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,2.0,15,1.0,359.0,94.07480119284294,60.0,2,Turkey,29.11608,40.862,0,94.0
162,Apartamento com 2 quartos Leblon,Rodrigo,Apartment,Entire home/apt,Real Bed,2,365,flexible,4,2.0,2.0,2,1.0,548.0,99.0,100.0,1,Brazil,-43.23045778723012,-22.98655048520364,214,100.0
163,*CoZy Private Williamsburg Home*,Sal,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,4.0,94,1.0,225.0,94.07480119284294,0.0,1,United States,-73.94854,40.70998,138,97.0
164,Appartement avec gymnase et sauna,François,Apartment,Entire home/apt,Real Bed,179,179,strict_14_with_grace_period,2,1.0,1.0,0,1.0,60.0,94.07480119284294,0.0,1,Canada,-73.55486,45.5993,180,93.09924038225925
165,"Double Suite, with private bathroom.",Eva,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,4,1.0,40.0,10.0,0.0,1,Spain,2.183,41.39142,180,90.0
166,Spacious Four Bedroom Terrace,Ed,House,Entire home/apt,Real Bed,1,1125,flexible,8,4.0,4.0,0,2.0,650.0,94.07480119284294,0.0,1,Australia,151.21842,-33.86943,0,93.09924038225925
167,Amazing Ocean View Condo in Wailea!,Jim,Condominium,Entire home/apt,Real Bed,4,30,moderate,8,3.0,5.0,65,2.0,345.0,94.07480119284294,0.0,1,United States,-156.43546,20.69055,158,98.0
168,Santo Tirso Holiday Home,Sentido,House,Entire home/apt,Real Bed,3,1125,moderate,5,2.0,2.0,2,2.0,55.0,94.07480119284294,0.0,1,Portugal,-8.44815,41.35459,251,100.0
169,Spacious and quiet duplex apartment in Poble Sec,Cristina,Apartment,Entire home/apt,Real Bed,3,365,moderate,7,3.0,7.0,129,2.0,130.0,65.0,35.0,4,Spain,2.15566,41.37479,127,95.0
170,Charming apartment in Santa Teresa,Branca,Villa,Entire home/apt,Real Bed,2,1125,flexible,5,3.0,4.0,7,1.5,209.0,169.0,48.0,2,Brazil,-43.1899284846398,-22.920478977773985,357,94.0
171,1 or 2 rooms with private terrace in shared flat,Capitaine,Apartment,Private room,Real Bed,2,1125,moderate,4,2.0,2.0,57,1.0,65.0,35.0,25.0,1,Spain,2.15395,41.38005,333,97.0
172,NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,Jorge,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,5,2.0,2.0,3,1.0,903.0,0.0,100.0,3,Hong Kong,114.14238,22.28737,0,90.0
173,Twin Room With Window,Jim,Bed and breakfast,Private room,Real Bed,4,365,strict_14_with_grace_period,2,1.0,2.0,38,1.0,283.0,0.0,100.0,1,Hong Kong,114.17082,22.31871,75,95.0
174,"Spacious, bright, central. AC. Rambla Catalunya",Yaiza,Serviced apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,8,4.0,7.0,4,2.0,599.0,0.0,0.0,8,Spain,2.16424,41.39139,179,100.0
175,taksim de lux studyo,Cemal,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,269.0,94.07480119284294,0.0,1,Turkey,28.98378,41.0344,365,93.09924038225925
176,18C.  NICE AND COZY 2 BEDROOMS. PERFECT LOCATION!,Simple Stay,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2.0,2.0,93,1.0,90.0,30.0,10.0,2,Canada,-73.57981,45.51702,155,92.0
177,Direct Oceanfront - Unit 149,Hula Now,Condominium,Entire home/apt,Real Bed,3,180,super_strict_30,3,0.0,1.0,19,1.0,139.0,90.0,0.0,1,United States,-159.32835,22.05273,289,88.0
178,Two bedroom apartment,Mariana & Ramón,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,3.0,23,2.0,155.0,30.0,35.0,2,Spain,2.17434,41.39137,217,98.0
179,Rent All Apartament (100m²) netx to BRT station,Kayanh,Loft,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,1,1.0,239.0,200.0,90.0,2,Brazil,-43.34708354191269,-22.89507854707165,365,100.0
180,Apartment in Ipanema with Balcony,Armando,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,7,2.0,3.0,14,1.0,351.0,199.0,0.0,1,Brazil,-43.19423588543599,-22.984148254337534,356,96.0
181,"Clean, Gay Friendly Room,in Harbiye",Ozan,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,132.0,0.0,131.0,1,Turkey,28.98542,41.04478,90,93.09924038225925
182,Room with a gorgeous Bosphorus View,Soner,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,42.0,94.07480119284294,0.0,1,Turkey,29.02769,40.99743,0,93.09924038225925
183,Honolulu 1 BR/1Bath Condo - Hilton Hawaiian,Dimas,Condominium,Entire home/apt,Real Bed,3,7,strict_14_with_grace_period,4,1.0,2.0,1,1.0,349.0,0.0,0.0,1,United States,-157.83818,21.28172,250,100.0
184,"Bright, Bohemian, Spacious Apt in Williamsburg",Simona,Condominium,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3,1.0,1.0,16,1.0,125.0,55.0,22.0,3,United States,-73.96216,40.71353,0,97.0
185,"Mongkok Luxury Studio, New Reno *4A",Tane Residence,Apartment,Entire home/apt,Real Bed,60,1125,strict_14_with_grace_period,1,0.0,1.0,1,1.0,298.0,240.0,0.0,1,Hong Kong,114.16984,22.31915,42,100.0
186,Quiet room in central Istanbul,Aliş Hüseyin,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,95.0,60.0,36.0,1,Turkey,28.98361,41.04768,365,93.09924038225925
187,1 sunny bedroom in large St-Henri appartment,Kim-Sanh,Apartment,Private room,Real Bed,3,15,strict_14_with_grace_period,2,1.0,2.0,2,1.0,70.0,94.07480119284294,0.0,1,Canada,-73.58664,45.47348,0,100.0
188,Apartamento São Bento da Vitória 2 - Amazing view,Rosa,Apartment,Entire home/apt,Real Bed,2,300,moderate,4,1.0,2.0,211,1.5,80.0,0.0,15.0,2,Portugal,-8.61655,41.14507,266,98.0
189,* Lani Beach House,Hawaii,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,3.0,5.0,0,2.0,895.0,600.0,35.0,6,United States,-158.08687,21.61601,180,93.09924038225925
190,Museum Mile 1 BR - Madison Ave,Corporate Housing,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,4,1.0,1.0,7,1.0,133.0,150.0,0.0,1,United States,-73.95735,40.78465,340,80.0
191,Brand new apartment next to HKU,Matthias,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,1.0,0,1.0,550.0,100.0,0.0,1,Hong Kong,114.13508,22.28491,0,93.09924038225925
192,Barra da Tijuca: cobertura ESPETACULAR,Monica,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,8,5.0,5.0,1,4.5,1000.0,400.0,150.0,1,Brazil,-43.38281341435767,-22.98369162798043,361,100.0
193,Charmante chambre - Berri Uqam,Maëlle,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,4,1.0,40.0,94.07480119284294,0.0,1,Canada,-73.55889,45.51891,0,95.0
194,Appartment 5 minutes walk from the beach,Gwennaelle,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,32,1.0,139.0,40.0,50.0,2,Australia,151.27247,-33.88875,25,96.0
195,A1 Tradewinds Ranch House (2 story),Joyce,Farm stay,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,10,3.0,6.0,35,3.0,350.0,350.0,50.0,8,United States,-157.90285,21.59125,252,95.0
196,"1BR COZY, SPACIOUS, NEXT TO METRO FLAMENGO, RIO",Sonia,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1.0,1.0,20,1.0,127.0,170.0,25.0,1,Brazil,-43.17790211155288,-22.934426116531974,80,99.0
197,"Home, Sweet, Harlem. Welcome!",Kevin,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,1.0,199,1.0,110.0,10.0,25.0,1,United States,-73.93955,40.79733,357,90.0
198,cozy house and garden in the heart of Montréal,Teodora,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,2.0,5,1.0,64.0,25.0,0.0,2,Canada,-73.55985,45.53481,0,100.0
199,Charming apartment with balcony,Silvia,Apartment,Entire home/apt,Real Bed,3,89,strict_14_with_grace_period,5,1.0,1.0,22,1.0,250.0,160.0,60.0,3,Brazil,-43.2285561930115,-22.984126941422254,311,93.0
200,Appartement 3 1/2 en résidence,Lansana,Condominium,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,2,1.0,1.0,2,1.0,35.0,94.07480119284294,0.0,1,Canada,-73.60386,45.55264,0,70.0
201,Studio Apartment w/ Private Rooftop,Madelon,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,0.0,1.0,1,1.0,903.0,94.07480119284294,0.0,1,Hong Kong,114.15037,22.28515,0,100.0
202,Cozy and modern Lapa-studio,Dejanira,Apartment,Entire home/apt,Real Bed,3,360,moderate,2,1.0,2.0,33,1.0,112.0,131.0,0.0,1,Brazil,-43.18273634800831,-22.9106385343457,135,97.0
203,Luxury Style Space: ideal for short or longterm!,Dellasie,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,1.0,75,1.0,38.0,50.0,40.0,1,United States,-73.94247,40.672,15,90.0
204,Cozy&clean room in Sisli next to subway,Nur,Apartment,Private room,Couch,1,1125,flexible,2,1.0,1.0,1,1.0,158.0,26.0,105.0,1,Turkey,28.98327,41.05766,267,100.0
205,"Casa ""Voltaria"", o desejo de voltar",Fatima,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,3.0,3.0,10,1.0,120.0,94.07480119284294,0.0,1,Portugal,-8.60605,41.13534,45,93.0
206,3 Quartos Ipanema c/Piscina,Lucas,Apartment,Entire home/apt,Real Bed,1,1125,moderate,6,3.0,4.0,5,3.5,399.0,150.0,100.0,1,Brazil,-43.20731407351492,-22.98217661277284,0,100.0
207,"Very nice location, cozy home!",Çayan,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,47.0,94.07480119284294,0.0,1,Turkey,28.97895,41.04747,0,93.09924038225925
208,Penthouse. Terrace.,Manuel,Apartment,Entire home/apt,Real Bed,3,1100,flexible,5,3.0,4.0,95,2.0,87.0,75.0,20.0,3,Spain,2.14733,41.39932,255,90.0
209,Clean room in quiet area,Tim,Apartment,Private room,Real Bed,1,365,moderate,1,1.0,1.0,27,1.0,188.0,94.07480119284294,0.0,1,Hong Kong,114.25746,22.31752,92,92.0
210,2 Bedroom Ipanema-Copacabana,Zuzu,Apartment,Entire home/apt,Real Bed,4,30,moderate,5,2.0,5.0,2,1.5,306.0,160.0,100.0,5,Brazil,-43.192297491066334,-22.98581619981152,12,100.0
211,Loue 1 chambre privée,Jeremy,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,2.5,60.0,94.07480119284294,0.0,1,Canada,-73.55495,45.51625,0,93.09924038225925
212,O'Porto Studio | Historic Center,Tomás,Loft,Entire home/apt,Real Bed,2,1120,strict_14_with_grace_period,4,1.0,1.0,380,1.0,40.0,0.0,10.0,2,Portugal,-8.61504,41.14736,275,92.0
213,★Cozy doble bedroom ★Nearby Christ the Redeemer★,Rafaela,House,Private room,Real Bed,2,10,strict_14_with_grace_period,2,1.0,1.0,76,2.0,52.0,25.0,0.0,2,Brazil,-43.19177327893577,-22.93691870901323,109,99.0
214,PALMS AT WAILEA #905-2BR-REMODELED-LARGE LANAI-AC,Pmi,Condominium,Entire home/apt,Real Bed,5,1125,super_strict_60,6,2.0,3.0,18,2.0,240.0,175.0,0.0,1,United States,-156.4409,20.69735,143,99.0
215,MODERN CONDO WITH VIEW - GRIFFIN,Manon,Apartment,Entire home/apt,Real Bed,2,2,moderate,3,2.0,2.0,1,1.0,79.0,94.07480119284294,0.0,1,Canada,-73.55863,45.49665,0,100.0
216,Holoholo Inn: Rain Forest (Priv-2),Satoshi,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,44,1.0,105.0,94.07480119284294,0.0,1,United States,-155.2403,19.43344,360,98.0
217,2 Bdrm/2 Bath  Family Suite Ocean View,Roger,Condominium,Entire home/apt,Real Bed,2,1125,super_strict_30,8,2.0,4.0,103,2.0,325.0,350.0,25.0,6,United States,-157.82696,21.27971,295,82.0
218,Sunny Bedroom in Downtown Montreal,Cristina,Apartment,Private room,Real Bed,14,1125,flexible,2,1.0,1.0,1,1.0,21.0,94.07480119284294,0.0,1,Canada,-73.58595,45.49039,0,80.0
219,"Amazing NEW Food Lover Balcony, close to FIRA, MWC",Kerrisdale Holdings SLU,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,4,2.0,2.0,130,1.0,84.0,69.0,25.0,2,Spain,2.16622,41.3719,258,95.0
220,Double Room,Bugra,Bed and breakfast,Private room,Real Bed,1,1125,flexible,1,1.0,2.0,0,1.0,359.0,94.07480119284294,0.0,1,Turkey,28.977,41.01001,365,93.09924038225925
221,Lovely room in Caueway Bay!,Julia,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,353.0,94.07480119284294,0.0,1,Hong Kong,114.18233,22.27681,0,93.09924038225925
222,Prince Kuhio 315 ocean view steps to the beach,Joshua,Apartment,Private room,Real Bed,1,1125,super_strict_60,2,1.0,1.0,4,1.0,234.0,141.0,0.0,2,United States,-159.47554,21.88234,291,100.0
223,2 confortables habitaciones en el centro de BCN!,Aliona,Apartment,Private room,Real Bed,1,1125,moderate,3,2.0,2.0,54,1.0,35.0,20.0,22.0,1,Spain,2.16851,41.3791,92,95.0
224,Feel like home,Titi,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,1.0,42,1.0,55.0,30.0,0.0,1,Canada,-73.57179,45.51028,143,92.0
225,Habitación centro Barcelona,Alan,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,25.0,10.0,0.0,1,Spain,2.16126,41.39796,0,93.09924038225925
226,Two Bed Room Spacious brand new,Amol,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,2.0,0,2.0,124.0,20.0,0.0,1,Australia,151.00818,-33.81861,0,93.09924038225925
227,,Louis-Philippe,Apartment,Entire home/apt,Real Bed,6,1125,strict_14_with_grace_period,3,1.0,2.0,1,1.0,150.0,45.0,0.0,1,Canada,-73.5824,45.54904,0,80.0
228,Premium Exclusive house & garden Rua Almada,Zahia,House,Entire home/apt,Real Bed,3,1125,moderate,4,2.0,2.0,22,2.5,125.0,40.0,25.0,2,Portugal,-8.61302,41.15292,199,96.0
229,Casa da Porta Amarela,Sissa,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2.0,4.0,44,1.0,45.0,25.0,9.0,2,Portugal,-8.59399,41.15757,249,98.0
230,Westin Kaanapali KORVS 2BR,Patty And Beckett,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,8,2.0,4.0,3,2.0,595.0,94.07480119284294,0.0,1,United States,-156.69236,20.93646,358,100.0
231,Peaceful Apartment near Casa da Música,Rita,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1.0,1.0,15,1.0,35.0,25.0,10.0,2,Portugal,-8.6311,41.16087,196,93.0
232,Roof Top Terrace,Zenka,Loft,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,89,0.5,221.0,94.07480119284294,0.0,1,Turkey,28.98381,41.03154,320,86.0
233,Quarto no rio de janeiro,Matheus,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,2.0,48.0,94.07480119284294,0.0,1,Brazil,-43.2533524829868,-22.944292537938367,0,93.09924038225925
234,Affordable Ocean View in Paradise,Lynn,Condominium,Entire home/apt,Real Bed,3,180,flexible,2,1.0,1.0,55,1.0,90.0,99.0,0.0,1,United States,-158.20257,21.48382,296,95.0
235,OportoBatalha  (by The HOST),OportoBatalha,Apartment,Entire home/apt,Real Bed,2,90,moderate,4,1.0,2.0,54,1.0,49.0,0.0,17.0,2,Portugal,-8.60559,41.14586,286,96.0
236,Artist Home by the Sea - a 4 minute walk to Beach!,Marilyn,Condominium,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2,1.0,1.0,49,1.0,125.0,150.0,0.0,2,United States,-156.44392,20.70799,59,94.0
237,Very Convenient Apartment,Peter,Apartment,Entire home/apt,Real Bed,21,28,flexible,2,1.0,1.0,0,1.0,70.0,94.07480119284294,0.0,1,Australia,151.20691,-33.89836,0,93.09924038225925
238,Ribeira 24 (4),Stay In,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,75.0,94.07480119284294,0.0,1,Portugal,-8.61318,41.14107,364,93.09924038225925
239,Keauhou Hale at Volcano,Marcia,House,Entire home/apt,Real Bed,2,7,moderate,6,1.0,5.0,0,1.0,125.0,125.0,20.0,3,United States,-155.26935,19.44148,364,93.09924038225925
240,Porto Beach & Central Park,Helder,Apartment,Entire home/apt,Real Bed,5,1125,moderate,4,1.0,3.0,0,1.0,100.0,0.0,5.0,2,Portugal,-8.68676,41.17074,0,93.09924038225925
